src_ip,dst_ip,src_port,dst_port,protocol,duration,packet_count,byte_count,packets_per_second,bytes_per_second,avg_packet_size,min_packet_size,max_packet_size,iat_mean,iat_std,iat_min,iat_max,syn_count,ack_count,fin_count,rst_count,psh_count,label
10.0.1.4,10.0.1.3,44383,53,17,2.0965,10,1690,4.77,806.12,169.0,61,207,0.232939,0.091407,0.025193,0.461831,0,0,0,0,0,normal
10.0.1.1,10.0.2.2,56418,80,6,3.9021,91,19110,23.32,4897.38,210.0,135,350,0.043357,0.020498,0.014315,0.125483,2,55,0,0,0,normal
10.0.2.3,10.0.2.1,65398,27017,6,16.1811,45,50085,2.78,3095.27,1113.0,782,1701,0.367753,0.174881,0.124107,0.70083,2,13,0,0,0,normal
10.0.1.2,10.0.2.3,60015,443,6,15.1319,34,5814,2.25,384.22,171.0,110,252,0.458543,0.204844,0.065883,1.045628,1,29,0,0,0,normal
10.0.1.3,10.0.1.2,44694,53,17,4.0904,15,5100,3.67,1246.82,340.0,231,478,0.292173,0.050913,0.03611,0.518342,0,0,0,0,0,normal
10.0.1.4,10.0.2.3,0,0,1,1.5506,2,134,1.29,86.42,67.0,32,124,1.5506,0.197974,0.190541,3.133362,0,0,0,0,0,normal
10.0.2.2,10.0.1.3,57707,23,6,5.58,30,5280,5.38,946.24,176.0,137,218,0.192413,0.03114,0.061565,0.54891,13,4,3,7,0,bruteforce
10.0.1.3,10.0.2.4,54132,42024,17,49.5763,1889,2195018,38.1,44275.56,1162.0,356,1718,0.026259,0.002976,0.010214,0.069956,0,0,0,0,0,ddos
10.0.2.4,10.0.2.2,59692,22,6,2.7857,57,81567,20.46,29281.06,1431.0,535,1791,0.049744,0.021778,0.021974,0.105345,1,53,0,0,0,normal
10.0.1.1,10.0.2.2,63567,22,6,9.9455,86,46182,8.65,4643.5,537.0,373,1064,0.117006,0.047935,0.014621,0.317414,1,77,0,0,0,normal
10.0.1.4,10.0.1.3,0,0,1,0.6827,3,303,4.39,443.85,101.0,66,175,0.34133,0.131867,0.111634,0.66802,0,0,0,0,0,normal
10.0.2.1,10.0.1.4,60111,53,17,0.9028,12,4776,13.29,5290.42,398.0,304,521,0.082069,0.031182,0.021684,0.135641,0,0,0,0,0,normal
10.0.2.2,10.0.2.1,38769,443,6,9.624,71,102737,7.38,10675.12,1447.0,455,2186,0.137485,0.019142,0.066921,0.24362,2,45,0,0,0,normal
10.0.1.2,10.0.2.1,35530,55841,17,10.9701,697,910979,63.54,83041.83,1307.0,757,1867,0.015762,0.006991,0.004417,0.043644,0,0,0,0,0,ddos
10.0.2.4,10.0.2.1,34598,8080,6,9.5285,47,33182,4.93,3482.38,706.0,256,1118,0.207142,0.035141,0.032514,0.620464,2,36,0,0,0,normal
10.0.2.1,10.0.2.2,51561,161,17,0.8305,2,672,2.41,809.12,336.0,172,633,0.830534,0.276305,0.384739,2.461721,0,0,0,0,0,normal
10.0.2.4,10.0.1.2,63961,53,17,0.4709,11,4257,23.36,9040.07,387.0,157,674,0.04709,0.006866,0.008935,0.10766,0,0,0,0,0,normal
10.0.2.4,10.0.1.2,57950,514,17,4.0745,19,6384,4.66,1566.82,336.0,237,594,0.22636,0.042735,0.051307,0.556157,0,0,0,0,0,normal
10.0.2.3,10.0.2.2,61270,6379,6,1.9751,68,63920,34.43,32363.42,940.0,429,1778,0.029479,0.004856,0.012619,0.085402,2,34,0,0,0,normal
10.0.1.2,10.0.1.1,55766,21,6,1.8354,33,14883,17.98,8108.93,451.0,207,835,0.057356,0.011486,0.008527,0.162897,18,6,1,14,0,bruteforce
10.0.2.4,10.0.2.2,48305,443,6,10.5463,25,6725,2.37,637.66,269.0,117,376,0.439431,0.091444,0.135485,1.117444,2,4,0,0,0,normal
10.0.1.1,10.0.2.1,46991,22,6,8.3726,12,15156,1.43,1810.2,1263.0,756,1571,0.761143,0.194104,0.127812,1.351759,1,8,0,0,0,normal
10.0.1.4,10.0.2.2,21533,443,6,46.4268,655,39300,14.11,846.49,60.0,47,96,0.070989,0.012061,0.008269,0.204474,655,0,0,0,0,ddos
10.0.1.1,10.0.2.2,56589,8080,6,18.5796,7,6678,0.38,359.43,954.0,678,1159,3.096598,0.639299,1.462452,6.074337,3,5,0,0,0,normal
10.0.1.3,10.0.2.4,12843,8080,6,35.9385,432,25920,12.02,721.23,60.0,36,89,0.083384,0.015729,0.023597,0.134005,432,0,0,0,0,ddos
10.0.2.4,10.0.1.2,57575,317,6,0.0566,1,60,17.66,1059.77,60.0,36,88,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.1.3,10.0.2.2,39533,46355,17,20.5557,551,478268,26.81,23266.89,868.0,686,1180,0.037374,0.017911,0.004285,0.085622,0,0,0,0,0,ddos
10.0.1.3,10.0.2.2,54907,2255,17,5.0077,1820,1137500,363.44,227148.23,625.0,219,1246,0.002753,0.000733,0.00112,0.008032,0,0,0,0,0,ddos
10.0.2.3,10.0.1.2,33502,3306,6,11.0636,24,24048,2.17,2173.62,1002.0,649,1872,0.481025,0.05473,0.177988,0.877509,1,23,0,0,0,normal
10.0.1.4,10.0.2.1,36381,6379,6,8.1901,89,11659,10.87,1423.54,131.0,102,182,0.09307,0.039089,0.043509,0.257466,2,7,0,0,0,normal
10.0.1.3,10.0.2.1,40320,80,6,15.3028,86,83076,5.62,5428.82,966.0,427,1758,0.180033,0.088497,0.040384,0.337675,3,42,0,0,0,normal
10.0.1.3,10.0.2.3,52311,8080,6,17.6671,95,107730,5.38,6097.76,1134.0,378,1648,0.187948,0.023071,0.039459,0.343597,2,7,0,0,0,normal
10.0.2.3,10.0.2.2,32970,53,17,4.6214,19,7619,4.11,1648.65,401.0,259,519,0.256743,0.120686,0.05273,0.539567,0,0,0,0,0,normal
10.0.2.1,10.0.2.3,36667,443,6,13.775,40,50680,2.9,3679.14,1267.0,536,2243,0.353204,0.163546,0.093259,0.557852,2,30,0,0,0,normal
10.0.1.2,10.0.1.3,61501,80,6,3.3735,40,19720,11.86,5845.64,493.0,218,836,0.086499,0.036512,0.009763,0.212513,1,17,0,0,0,normal
10.0.1.1,10.0.1.4,60914,749,6,0.4903,3,180,6.12,367.11,60.0,27,101,0.245161,0.040802,0.078018,0.534684,3,0,0,1,0,portscan
10.0.1.1,10.0.2.2,39525,6379,6,11.7523,71,53250,6.04,4531.04,750.0,238,1477,0.16789,0.049498,0.071564,0.39007,2,15,0,0,0,normal
10.0.2.1,10.0.2.4,39593,123,17,2.161,19,1862,8.79,861.64,98.0,73,152,0.120055,0.054837,0.019996,0.301455,0,0,0,0,0,normal
10.0.1.1,10.0.2.4,37298,6379,6,15.4021,61,65331,3.96,4241.69,1071.0,470,1503,0.256702,0.032546,0.069308,0.765831,3,58,0,0,0,normal
10.0.1.3,10.0.2.2,5109,54620,17,7.0172,726,573540,103.46,81733.29,790.0,532,1466,0.009679,0.002755,0.002251,0.022483,0,0,0,0,0,ddos
10.0.2.3,10.0.2.2,45984,5432,6,11.2799,42,23604,3.72,2092.56,562.0,393,1039,0.275121,0.092263,0.029618,0.560995,1,11,0,0,0,normal
10.0.2.1,10.0.1.3,33844,5432,6,0.9975,37,54649,37.09,54785.04,1477.0,867,2876,0.027709,0.011412,0.010877,0.050321,3,11,0,0,0,normal
10.0.2.1,10.0.1.3,50125,443,6,12.4497,21,15498,1.69,1244.85,738.0,270,889,0.622483,0.176569,0.207947,1.056564,3,11,0,0,0,normal
10.0.2.2,10.0.1.4,37747,161,17,2.6662,1,67,0.38,25.13,67.0,23,96,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.1.2,10.0.1.3,58691,8080,6,22.0918,26,27144,1.18,1228.69,1044.0,494,1735,0.883672,0.144796,0.232786,1.968009,3,18,0,0,0,normal
10.0.1.4,10.0.2.4,40236,6379,6,3.9387,63,16128,16.0,4094.77,256.0,94,397,0.063527,0.006794,0.015201,0.161142,1,60,0,0,0,normal
10.0.2.2,10.0.2.4,39109,123,17,2.7077,17,3638,6.28,1343.59,214.0,90,376,0.169229,0.023738,0.031069,0.42997,0,0,0,0,0,normal
10.0.2.2,10.0.1.2,0,0,1,1.5105,2,162,1.32,107.25,81.0,62,124,1.510459,0.549797,0.27065,2.62953,0,0,0,0,0,normal
10.0.2.3,10.0.2.4,37970,80,6,15.2124,22,19074,1.45,1253.84,867.0,574,1726,0.724401,0.181317,0.258478,1.345283,1,5,0,0,0,normal
10.0.1.4,10.0.1.2,40634,3306,6,10.8995,67,55409,6.15,5083.63,827.0,506,1177,0.165144,0.018087,0.026292,0.492291,1,50,0,0,0,normal
10.0.1.1,10.0.2.2,54474,443,6,24.9507,93,111786,3.73,4480.27,1202.0,886,1660,0.271203,0.12915,0.11269,0.608183,3,2,0,0,0,normal
10.0.2.4,10.0.1.1,46478,601,6,0.0696,1,60,14.37,862.05,60.0,36,98,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.2.2,10.0.2.3,41578,514,17,3.1009,11,2431,3.55,783.98,221.0,154,414,0.310085,0.052119,0.086986,0.818207,0,0,0,0,0,normal
10.0.1.1,10.0.2.4,5482,443,6,5.9263,326,19560,55.01,3300.54,60.0,25,82,0.018235,0.00439,0.007841,0.052233,326,0,0,0,0,ddos
10.0.2.2,10.0.1.1,43182,5432,6,22.9888,41,50963,1.78,2216.87,1243.0,976,2405,0.574719,0.17762,0.224505,0.938694,2,40,0,0,0,normal
10.0.2.2,10.0.2.4,64132,23,6,0.488,1,60,2.05,122.96,60.0,46,114,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.1.3,10.0.2.2,58074,22,6,8.8609,38,12540,4.29,1415.21,330.0,205,546,0.239483,0.096782,0.097233,0.363568,13,1,2,14,0,bruteforce
10.0.1.4,10.0.2.4,6761,8080,6,44.7121,910,54600,20.35,1221.15,60.0,27,117,0.049188,0.020824,0.022903,0.100105,910,0,0,0,0,ddos
10.0.1.1,10.0.2.1,0,0,1,1.2931,1,69,0.77,53.36,69.0,46,129,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.1.4,10.0.2.3,0,0,1,10.714,340,33320,31.73,3109.96,98.0,44,117,0.031605,0.009705,0.006782,0.079945,0,0,0,0,0,ddos
10.0.2.2,10.0.1.3,39519,21,6,6.4851,34,5304,5.24,817.87,156.0,81,236,0.196518,0.026442,0.054689,0.302936,6,6,3,6,0,bruteforce
10.0.1.2,10.0.2.3,48746,58189,17,7.8665,1938,1922496,246.36,244388.84,992.0,427,1508,0.004061,0.002004,0.000501,0.009327,0,0,0,0,0,ddos
10.0.2.2,10.0.2.1,57444,22,6,3.744,37,17982,9.88,4802.88,486.0,211,612,0.104,0.019847,0.033428,0.157724,8,0,2,11,0,bruteforce
10.0.2.3,10.0.1.3,56652,161,17,1.5763,11,3223,6.98,2044.69,293.0,230,512,0.157628,0.039598,0.055775,0.367724,0,0,0,0,0,normal
10.0.1.1,10.0.2.2,57137,22,6,3.3348,77,79849,23.09,23944.09,1037.0,454,1482,0.043879,0.010503,0.010649,0.092533,3,23,0,0,0,normal
10.0.2.3,10.0.1.1,35251,674,6,0.294,2,120,6.8,408.13,60.0,45,83,0.294027,0.084871,0.089563,0.58953,2,0,0,0,0,portscan
10.0.1.1,10.0.2.3,43585,80,6,35.8853,310,18600,8.64,518.32,60.0,22,99,0.116134,0.029643,0.018527,0.298242,310,0,0,0,0,ddos
10.0.1.2,10.0.2.1,52652,3306,6,12.7441,26,6136,2.04,481.48,236.0,75,465,0.509765,0.129015,0.189093,1.10331,3,19,0,0,0,normal
10.0.2.1,10.0.1.1,45310,80,6,16.3279,90,91260,5.51,5589.19,1014.0,573,1501,0.18346,0.082896,0.072224,0.364682,2,25,0,0,0,normal
10.0.2.1,10.0.1.4,0,0,1,1.2588,3,198,2.38,157.3,66.0,28,79,0.62939,0.253263,0.257547,1.215324,0,0,0,0,0,normal
10.0.1.1,10.0.2.1,52852,547,6,0.3946,3,180,7.6,456.17,60.0,43,78,0.197295,0.0566,0.045291,0.456564,3,0,0,3,0,portscan
10.0.2.2,10.0.1.2,49113,80,6,10.3947,27,12474,2.6,1200.04,462.0,202,603,0.399795,0.117456,0.160696,0.967976,3,3,0,0,0,normal
10.0.2.4,10.0.1.4,58054,428,6,0.0267,1,60,37.41,2244.88,60.0,42,79,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.1.2,10.0.2.2,0,0,1,21.981,373,29094,16.97,1323.6,78.0,34,116,0.059089,0.015362,0.006422,0.103231,0,0,0,0,0,ddos
10.0.1.2,10.0.2.3,48476,123,17,4.3239,6,2754,1.39,636.92,459.0,281,834,0.864783,0.189826,0.304048,2.088117,0,0,0,0,0,normal
10.0.2.2,10.0.1.1,41208,80,6,3.8503,77,80850,20.0,20998.13,1050.0,799,1419,0.050662,0.016249,0.010741,0.148524,2,28,0,0,0,normal
10.0.2.3,10.0.1.3,36729,3306,6,23.4747,79,54273,3.37,2311.98,687.0,542,1200,0.300958,0.10907,0.083182,0.646224,2,39,0,0,0,normal
10.0.1.4,10.0.2.4,0,0,1,15.9964,128,14080,8.0,880.2,110.0,34,151,0.125956,0.027738,0.034889,0.251675,0,0,0,0,0,ddos
10.0.1.1,10.0.1.4,52395,983,6,0.2518,3,180,11.91,714.88,60.0,41,110,0.125895,0.034001,0.032257,0.354833,3,0,0,3,0,portscan
10.0.2.4,10.0.1.4,0,0,1,1.3772,3,228,2.18,165.56,76.0,43,145,0.68859,0.170952,0.337152,1.250536,0,0,0,0,0,normal
10.0.1.3,10.0.2.1,0,0,1,26.768,109,13734,4.07,513.08,126.0,56,173,0.247852,0.077938,0.117811,0.732116,0,0,0,0,0,ddos
10.0.1.2,10.0.2.3,46507,5432,6,5.7766,51,16218,8.83,2807.55,318.0,151,447,0.115531,0.035215,0.017856,0.199862,2,39,0,0,0,normal
10.0.1.1,10.0.1.2,61562,443,6,4.9792,47,67445,9.44,13545.22,1435.0,581,2851,0.108244,0.036603,0.040099,0.225287,1,43,0,0,0,normal
10.0.1.3,10.0.2.4,65402,5432,6,1.2463,5,1055,4.01,846.53,211.0,156,311,0.311568,0.116412,0.149668,0.638378,3,5,0,0,0,normal
10.0.2.4,10.0.1.3,0,0,1,1.3797,2,240,1.45,173.95,120.0,61,193,1.379699,0.1972,0.598647,4.100398,0,0,0,0,0,normal
10.0.2.2,10.0.1.1,50184,22,6,24.1703,94,133198,3.89,5510.82,1417.0,861,2775,0.259896,0.029648,0.062776,0.567859,2,12,0,0,0,normal
10.0.1.4,10.0.1.2,49058,514,17,3.5342,8,2656,2.26,751.51,332.0,125,529,0.504886,0.163066,0.207875,0.837635,0,0,0,0,0,normal
10.0.2.4,10.0.2.1,56168,5432,6,11.705,19,5833,1.62,498.33,307.0,220,592,0.650278,0.313829,0.224592,1.619217,1,13,0,0,0,normal
10.0.1.3,10.0.2.1,48652,443,6,21.5455,773,46380,35.88,2152.66,60.0,42,92,0.027909,0.009411,0.00401,0.061363,773,0,0,0,0,ddos
10.0.1.2,10.0.1.1,0,0,1,0.1222,5,360,40.91,2945.22,72.0,33,126,0.030558,0.0083,0.013591,0.08059,0,0,0,0,0,normal
10.0.1.3,10.0.2.1,62919,5432,6,0.8487,93,10881,109.58,12820.95,117.0,50,191,0.009225,0.003066,0.002123,0.022317,1,49,0,0,0,normal
10.0.2.3,10.0.1.4,40709,8080,6,7.2934,95,30495,13.03,4181.2,321.0,153,561,0.077589,0.030953,0.026221,0.135274,2,10,0,0,0,normal
10.0.2.1,10.0.2.3,33359,514,17,0.7689,10,5030,13.01,6542.08,503.0,270,911,0.08543,0.037987,0.009311,0.162502,0,0,0,0,0,normal
10.0.1.2,10.0.1.4,53689,124,6,0.3361,3,180,8.93,535.54,60.0,30,89,0.168055,0.022845,0.067036,0.262609,3,0,0,3,0,portscan
10.0.1.4,10.0.1.1,43412,5432,6,21.0949,52,22204,2.47,1052.58,427.0,138,684,0.413625,0.063394,0.172595,0.963337,3,11,0,0,0,normal
10.0.1.1,10.0.2.2,36071,548,6,0.2655,3,180,11.3,677.94,60.0,44,107,0.132754,0.022812,0.06618,0.340296,3,0,0,3,0,portscan
10.0.1.3,10.0.2.2,0,0,1,9.809,182,13832,18.55,1410.14,76.0,53,115,0.054193,0.019937,0.02693,0.11313,0,0,0,0,0,ddos
10.0.2.2,10.0.1.1,63220,23,6,7.2563,30,3600,4.13,496.12,120.0,88,170,0.250219,0.088192,0.070058,0.663822,11,3,3,7,0,bruteforce
10.0.2.2,10.0.2.4,63903,5432,6,19.667,76,85196,3.86,4331.93,1121.0,366,2107,0.262227,0.065847,0.094881,0.542046,1,49,0,0,0,normal
10.0.1.4,10.0.2.2,57379,8080,6,27.5161,993,59580,36.09,2165.28,60.0,34,75,0.027738,0.011144,0.009884,0.066512,993,0,0,0,0,ddos
10.0.1.2,10.0.2.1,0,0,1,20.9505,447,33525,21.34,1600.2,75.0,52,91,0.046974,0.016135,0.017556,0.13665,0,0,0,0,0,ddos
10.0.1.4,10.0.2.4,59207,80,6,45.7701,936,56160,20.45,1227.0,60.0,44,99,0.048952,0.009866,0.011202,0.117998,936,0,0,0,0,ddos
10.0.1.4,10.0.1.3,59710,53,17,1.9378,15,3210,7.74,1656.52,214.0,159,303,0.138414,0.045663,0.046908,0.266458,0,0,0,0,0,normal
10.0.1.4,10.0.1.3,64802,8080,6,19.7386,12,12072,0.61,611.59,1006.0,744,1759,1.794415,0.782507,0.513699,3.735782,1,11,0,0,0,normal
10.0.2.3,10.0.2.4,53784,593,6,0.0968,3,180,31.0,1859.74,60.0,27,104,0.048394,0.019679,0.0132,0.082643,3,0,0,1,0,portscan
10.0.2.1,10.0.2.3,34690,5432,6,10.2377,100,69400,9.77,6778.84,694.0,459,1287,0.103411,0.015888,0.014844,0.266871,1,40,0,0,0,normal
10.0.2.3,10.0.2.4,56582,6379,6,19.0634,96,110112,5.04,5776.09,1147.0,778,1908,0.200667,0.083271,0.028384,0.55597,2,55,0,0,0,normal
10.0.2.1,10.0.2.4,54166,6379,6,20.5318,81,56052,3.95,2730.01,692.0,532,1320,0.256648,0.103897,0.12339,0.449943,2,49,0,0,0,normal
10.0.1.3,10.0.2.3,0,0,1,14.0603,260,29900,18.49,2126.56,115.0,73,199,0.054287,0.014809,0.014538,0.127461,0,0,0,0,0,ddos
10.0.1.3,10.0.1.1,47012,514,17,3.6372,15,6420,4.12,1765.09,428.0,273,543,0.2598,0.063912,0.098011,0.547346,0,0,0,0,0,normal
10.0.1.1,10.0.2.2,41936,443,6,15.1908,85,59415,5.6,3911.24,699.0,491,913,0.180843,0.04652,0.046319,0.309153,1,10,0,0,0,normal
10.0.2.1,10.0.1.4,57782,23,6,2.229,30,12000,13.46,5383.48,400.0,242,789,0.076863,0.037717,0.015797,0.149287,6,7,5,11,0,bruteforce
10.0.1.3,10.0.2.1,52343,500,6,0.4594,1,60,2.18,130.61,60.0,47,86,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.2.2,10.0.1.2,38485,21,6,2.2868,33,3828,14.43,1673.96,116.0,56,170,0.071462,0.020398,0.020761,0.147589,7,5,3,11,0,bruteforce
10.0.2.2,10.0.2.1,56919,53,17,1.905,1,294,0.52,154.33,294.0,107,496,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.2.3,10.0.2.1,35681,8080,6,4.281,46,26082,10.75,6092.48,567.0,384,779,0.095134,0.04307,0.01754,0.212169,2,25,0,0,0,normal
10.0.1.1,10.0.2.1,0,0,1,28.7372,446,45492,15.52,1583.04,102.0,64,185,0.064578,0.014112,0.008496,0.176304,0,0,0,0,0,ddos
10.0.2.1,10.0.1.1,47355,22,6,1.5243,26,19708,17.06,12929.0,758.0,313,1271,0.060973,0.030156,0.015218,0.129493,3,13,0,0,0,normal
10.0.1.2,10.0.1.3,55827,5432,6,8.711,63,24318,7.23,2791.63,386.0,209,760,0.140501,0.06595,0.017883,0.387639,3,20,0,0,0,normal
10.0.2.3,10.0.1.3,59725,443,6,8.2636,31,14911,3.75,1804.42,481.0,337,845,0.275453,0.103888,0.087321,0.813562,3,16,0,0,0,normal
10.0.1.1,10.0.2.2,0,0,1,6.7447,292,23944,43.29,3550.03,82.0,51,139,0.023178,0.009836,0.002998,0.051586,0,0,0,0,0,ddos
10.0.1.3,10.0.2.2,57008,22,6,12.042,17,16762,1.41,1391.96,986.0,748,1220,0.752628,0.094073,0.136071,1.760634,2,15,0,0,0,normal
10.0.2.4,10.0.1.2,37995,457,6,0.0569,1,60,17.56,1053.89,60.0,33,75,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.1.3,10.0.2.4,0,0,1,0.7833,5,405,6.38,517.05,81.0,37,101,0.195822,0.053111,0.079515,0.391331,0,0,0,0,0,normal
10.0.2.1,10.0.2.4,55865,53,17,1.0381,4,1196,3.85,1152.08,299.0,199,481,0.346041,0.040692,0.088887,0.68734,0,0,0,0,0,normal
10.0.1.1,10.0.1.4,50413,5432,6,21.4918,40,32720,1.86,1522.44,818.0,515,1192,0.551071,0.252414,0.09517,0.82705,1,21,0,0,0,normal
10.0.1.3,10.0.1.4,43609,3306,6,22.3061,61,88816,2.73,3981.69,1456.0,745,2903,0.371768,0.096781,0.153066,0.97945,1,24,0,0,0,normal
10.0.2.4,10.0.2.2,44146,5432,6,6.5415,61,26108,9.33,3991.14,428.0,175,760,0.109025,0.054291,0.014215,0.212353,3,25,0,0,0,normal
10.0.1.2,10.0.2.4,58284,6379,6,18.0613,92,119324,5.09,6606.61,1297.0,669,2463,0.198476,0.097825,0.077419,0.315362,1,59,0,0,0,normal
10.0.1.4,10.0.2.2,54199,53,17,2.9922,18,5814,6.02,1943.06,323.0,107,411,0.176011,0.086012,0.017856,0.338157,0,0,0,0,0,normal
10.0.1.4,10.0.2.2,39333,3389,6,3.3041,27,3456,8.17,1045.98,128.0,43,202,0.12708,0.058359,0.039477,0.252298,10,6,5,8,0,bruteforce
10.0.1.1,10.0.1.4,0,0,1,0.8974,2,238,2.23,265.21,119.0,78,196,0.897412,0.16236,0.288594,1.854843,0,0,0,0,0,normal
10.0.2.2,10.0.1.4,61690,280,6,0.011,1,60,90.64,5438.23,60.0,27,99,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.2.4,10.0.1.3,54532,912,6,0.3688,3,180,8.13,488.02,60.0,33,108,0.184417,0.081427,0.031957,0.490345,3,0,0,2,0,portscan
10.0.1.2,10.0.2.3,64886,80,6,8.0113,45,12510,5.62,1561.54,278.0,156,511,0.182076,0.037021,0.08833,0.532629,1,30,0,0,0,normal
10.0.1.3,10.0.1.1,45415,6379,6,23.977,76,111036,3.17,4630.95,1461.0,952,2507,0.319693,0.100252,0.131272,0.647965,1,66,0,0,0,normal
10.0.1.1,10.0.2.2,63157,161,17,3.0733,2,220,0.65,71.58,110.0,44,169,3.0733,0.547917,1.253725,6.010022,0,0,0,0,0,normal
10.0.1.1,10.0.2.3,31993,80,6,54.3415,521,31260,9.59,575.25,60.0,47,103,0.104503,0.038116,0.020463,0.162612,521,0,0,0,0,ddos
10.0.2.2,10.0.2.4,51342,8080,6,28.8586,54,74520,1.87,2582.24,1380.0,807,2292,0.544502,0.200898,0.218025,0.992188,3,14,0,0,0,normal
10.0.1.4,10.0.1.3,51844,234,6,0.1783,1,60,5.61,336.44,60.0,40,117,0.0,0.0,0.0,0.0,1,0,0,1,0,portscan
10.0.1.3,10.0.2.1,0,0,1,5.5877,116,8816,20.76,1577.74,76.0,42,118,0.048589,0.021772,0.021977,0.129425,0,0,0,0,0,ddos
10.0.1.2,10.0.2.1,48139,22,6,5.8746,44,19976,7.49,3400.43,454.0,355,900,0.136618,0.067732,0.065669,0.298597,2,5,0,0,0,normal
10.0.1.1,10.0.1.3,44929,443,6,20.5089,23,13363,1.12,651.57,581.0,363,761,0.932223,0.096297,0.178886,2.285802,2,22,0,0,0,normal
10.0.2.3,10.0.1.2,55766,6379,6,6.5442,89,92916,13.6,14198.25,1044.0,576,1476,0.074366,0.012494,0.029143,0.143349,3,24,0,0,0,normal
10.0.1.3,10.0.1.2,60251,8080,6,12.7796,46,27968,3.6,2188.49,608.0,335,1168,0.28399,0.059213,0.037247,0.584797,3,21,0,0,0,normal
10.0.1.2,10.0.2.4,0,0,1,0.242,3,192,12.4,793.31,64.0,21,112,0.121012,0.056434,0.025521,0.293356,0,0,0,0,0,normal
10.0.2.4,10.0.1.4,43338,161,17,3.7478,10,3950,2.67,1053.94,395.0,151,642,0.416426,0.139126,0.179085,1.138798,0,0,0,0,0,normal
10.0.2.4,10.0.1.3,47203,123,17,4.0712,13,6097,3.19,1497.59,469.0,242,904,0.339268,0.036141,0.164723,0.887878,0,0,0,0,0,normal
10.0.2.1,10.0.1.3,35956,514,17,2.6833,5,1655,1.86,616.78,331.0,165,486,0.670822,0.302628,0.178576,1.7392,0,0,0,0,0,normal
10.0.1.3,10.0.1.4,40567,5432,6,24.6344,5,3750,0.2,152.23,750.0,489,959,6.158608,2.991418,1.620811,14.532582,3,5,0,0,0,normal
10.0.1.4,10.0.2.1,45899,771,6,0.4372,2,120,4.57,274.47,60.0,18,80,0.437214,0.07904,0.079889,0.76529,2,0,0,1,0,portscan
10.0.1.4,10.0.2.1,45330,22,6,13.049,64,58432,4.9,4477.88,913.0,620,1625,0.207128,0.062415,0.041235,0.448946,1,53,0,0,0,normal
10.0.1.4,10.0.2.4,0,0,1,16.2969,219,15987,13.44,980.98,73.0,30,88,0.074757,0.028603,0.029336,0.217581,0,0,0,0,0,ddos
10.0.1.1,10.0.2.2,60366,320,6,0.2514,2,120,7.95,477.26,60.0,19,119,0.251437,0.120068,0.062617,0.482104,2,0,0,2,0,portscan
10.0.2.2,10.0.2.1,55151,27017,6,14.3106,84,87276,5.87,6098.7,1039.0,728,1993,0.172417,0.075576,0.020609,0.267376,2,49,0,0,0,normal
10.0.1.3,10.0.1.4,36704,3306,6,19.6968,72,15912,3.66,807.85,221.0,171,434,0.27742,0.124138,0.061987,0.750107,1,43,0,0,0,normal
10.0.1.4,10.0.2.1,49892,9899,17,26.0821,1054,735692,40.41,28206.78,698.0,479,1362,0.024769,0.007209,0.003465,0.056553,0,0,0,0,0,ddos
10.0.2.3,10.0.1.4,48840,339,6,0.1071,1,60,9.34,560.44,60.0,18,117,0.0,0.0,0.0,0.0,1,0,0,0,0,portscan
10.0.2.3,10.0.1.4,47626,80,6,11.7834,86,119884,7.3,10174.0,1394.0,768,1919,0.138628,0.016146,0.043802,0.239046,2,68,0,0,0,normal
10.0.1.4,10.0.1.1,42725,3389,6,4.5952,19,2736,4.13,595.41,144.0,50,201,0.255287,0.043767,0.077447,0.701652,14,1,3,8,0,bruteforce
10.0.2.1,10.0.1.4,0,0,1,1.5798,5,505,3.16,319.66,101.0,50,144,0.394952,0.169985,0.056746,0.698403,0,0,0,0,0,normal
10.0.1.3,10.0.2.4,23656,8080,6,24.9258,610,36600,24.47,1468.36,60.0,36,103,0.040929,0.008758,0.008042,0.081183,610,0,0,0,0,ddos
10.0.2.2,10.0.2.4,0,0,1,1.5314,1,105,0.65,68.56,105.0,66,195,0.0,0.0,0.0,0.0,0,0,0,0,0,normal
10.0.2.3,10.0.2.4,0,0,1,1.1985,3,243,2.5,202.75,81.0,49,113,0.599266,0.181875,0.17702,1.2597,0,0,0,0,0,normal
10.0.2.3,10.0.2.1,61773,443,6,1.464,70,55930,47.81,38203.16,799.0,406,1004,0.021218,0.004707,0.010587,0.035012,3,40,0,0,0,normal
10.0.2.2,10.0.1.4,59027,792,6,0.305,2,120,6.56,393.41,60.0,21,111,0.305025,0.099974,0.147434,0.58577,2,0,0,2,0,portscan
